text,entity,score,date,annotator_comment,general_location,specific_location,year,season,month,day,Coordinates
there was snow in hollows on the brow,snow,6.0,-/07/1898,,Glenshee Area,An Socach,1898.0,,7.0,,"(56.876858, -3.373544)"
"the summit of the mountain now faces us, with its fine southern corrie, Coire Beinn Dearg, still splatched with snow, and having tiny tarns at its base.","snow, corrie",8.0,-/07/1898,,North West Highlands,Coire Beinn Dearg,1898.0,,7.0,,"(57.190786, -5.158042)"
"peaks, snow-fields, and vast rocky precipices and corries revealed clear as etchings by the bright sunlight shining straight into them.","snow, fields",8.0,-/07/1898,,Ben Nevis,Ben Nevis,1898.0,,7.0,,"(56.796735, -5.002927)"
"we were crossing a corrie filled with snow, which the mountain torrent had tunnelled, and at the upper end of the snow-bed the lonely birdie was hopping on the stones in the bed of the stream.","snow, filled",8.0,-/07/1898,,Beinn a' Bhuird & Ben Avon,Ben Avon,1898.0,,7.0,,"(57.081248, -3.505238)"
the snow was so long in melting that the impatient party despaired of ever seeing the water bubble and boil by the spirit lamp,"snow,melted",3.0,-/07/1898,,Glenshee Area,An Socach,1898.0,,7.0,,"(56.876858, -3.373544)"
the Cairngorm was glittering in new fallen snow,"new fallen, snow",9.0,21/09/1898,,Cairngorms Other,Cairngorm,1898.0,,9.0,21.0,"(57.09969, -3.6656)"
"Towards the top of Corrie Etchachan we came upon masses of fresh snow in rocky hollows, the first gatherings of the season, beautiful in purity and whiteness.","fresh, snow",9.0,28/10/1898,,Ben Macdui,Corrie Etchachan,1898.0,,10.0,28.0,"(57.070696, -3.667715)"
"the south-west aspect of the Cairn was cased in ice, and the stones strewing the mountain top were fronted with miniature snow ridges deposited by the wind blowing from that direction.","ice, snow",8.0,28/10/1898,,Ben Macdui,Sput Dearg,1898.0,,10.0,28.0,"(57.070696, -3.667715)"
"The south-west aspect of the Cairn was cased in ice, and the stones strewing the mountain top were fronted with miniature snow ridges deposited by the wind.","ice, snow",8.0,28/10/1898,,Ben Macdui,Sput Dearg,1898.0,,10.0,28.0,"(57.070696, -3.667715)"
"The southward ascending footpath was occasionally covered by patches of recently deposited snow, and from among the stones and snow a small flock of ptarmigan took silent flight.","recently deposited, snow",8.0,28/10/1898,,Ben Macdui,Loch Etchachan,1898.0,,10.0,28.0,"(57.070696, -3.667715)"
"Loch Etchachan looked desolate and solitary, without sign of life on its bosom or around its snow-streaked rocky shore.",snow-streaked,7.0,28/10/1898,,Ben Macdui,Loch Etchachan,1898.0,,10.0,28.0,"(57.070696, -3.667715)"
"We found the ridge (3600) scalloped with snow, whereas the snow line on Braeriach was about 3000 feet—the steepness of Sgoran Dubh accounting for the difference.","snow, snow line",8.0,29/10/1898,,Cairngorms Western Massif,Braeriach,1898.0,,10.0,29.0,"(57.066582, -3.732339)"
semi-winter,none,5.0,12/11/1898,,Lochnagar,Lochnagar Black Spout,1898.0,,11.0,12.0,"(56.954291, -3.244078)"
"Coire Dhondail, especially, was a playground for the mist, and presented quite a lively appearance as its snow patches appeared and disappeared, and its torrents shone like silver threads.",snow,7.0,1898,,Cairngorms Other,Coire Dhondail,1898.0,,,,"(57.09969, -3.6656)"
"Fifteen minutes after leaving the summit of the pass, they looked round and saw ""that the whole place had been simply blotted out by a blizzard""; and, after leaving Glen Dee for Glen Lui Beg, ""another blizzard swept down on us, and the Devil's Point, at the foot of which we had been standing ten minutes before, became almost completely invisible.""",blizzard,3.0,05/01/1899,,Cairngorms Western Massif,Devils Point,1899.0,,1.0,5.0,"(57.066582, -3.732339)"
the snow under foot firmer.,"firm, snow",6.0,18/02/1899,,Ben Nevis,Stob Ban Lochaber,1899.0,,2.0,18.0,"(56.796735, -5.002927)"
"the snow that was not under foot got into our eyes, and plastered our clothes and our faces.",snow,5.0,18/02/1899,,Ben Nevis,Stob Ban Lochaber,1899.0,,2.0,18.0,"(56.796735, -5.002927)"
"the drizzle bad changed to sleet, which in its turn gave way to snow.",snow,5.0,18/02/1899,,Ben Nevis,Stob Ban Lochaber,1899.0,,2.0,18.0,"(56.796735, -5.002927)"
the next section of the journey was through soft snow of uncertain depth.,"soft, snow",4.0,18/02/1899,,Ben Nevis,Stob Ban Lochaber,1899.0,,2.0,18.0,"(56.796735, -5.002927)"
"As for the sunset colours over sky and snow—there can never have been quite such a gorgeous display before, nor can there ever be again.",snow,10.0,19/02/1899,,Ben Nevis,Aonach Beag,1899.0,,2.0,19.0,"(56.796735, -5.002927)"
"We got on the snow slopes about mid-day, and remained on snow until dusk.",snow,6.0,19/02/1899,,Ben Nevis,Aonach Beag Bealach,1899.0,,2.0,19.0,"(56.796735, -5.002927)"
"The light breeze had given way to a gale, which was whirling the snow aloft from the ridges and cornices in enormous spirals.","snow, cornice",7.0,20/02/1899,,Ben Nevis,Aonach Beag,1899.0,,2.0,20.0,"(56.796735, -5.002927)"
"There was a choice of routes to the summit: we could shape a course which was practically all snow, or we could take the rocky edge of the ridge.",snow,8.0,21/02/1899,,Ben Nevis,Beinn a Chaorruinn,1899.0,,2.0,21.0,"(56.796735, -5.002927)"
First there was a small snow slope—150 or 200 feet.,snow,6.0,21/02/1899,,Ben Nevis,Beinn a Chaorruinn,1899.0,,2.0,21.0,"(56.796735, -5.002927)"
"The lower part of the gully (for about 200 feet) was easily walked up by kicking into the snow, but after that the slope became steeper and the surface harder.",snow,6.0,22/02/1899,,Ben Nevis,Coire Coille na Froise,1899.0,,2.0,22.0,"(56.796735, -5.002927)"
We were at first puzzled as to the position of the outlet. At last it dawned on us that we had been walking on the snow which covered the burn.,snow,7.0,22/02/1899,,Ben Nevis,Coire Coille na Froise,1899.0,,2.0,22.0,"(56.796735, -5.002927)"
"On the opposite side of the lochan is a large gully, which was, of course, full of snow.",snow,8.0,22/02/1899,,Ben Nevis,Coire Coille na Froise,1899.0,,2.0,22.0,"(56.796735, -5.002927)"
we had been walking on the snow which covered the burn.,snow,8.0,22/02/1899,,Ben Nevis,Coire Coille na Froise,1899.0,,2.0,22.0,"(56.796735, -5.002927)"
A short rush through soft snow at the top brought us within an easy walk of Meall.,snow,6.0,22/02/1899,,Ben Nevis,Meall Coire Coille na Froise,1899.0,,2.0,22.0,"(56.796735, -5.002927)"
"In one place the snow had frozen into a true arete, which necessitated step-cutting.","frozen, snow",6.0,01/03/1899,,Ben Nevis,Ben Nevis,1899.0,,3.0,1.0,"(56.796735, -5.002927)"
"the warm glow touched the snow patches on the black precipices of Ben Nevis, making them look far less savage than they do with, completely white drapery.",snow,8.0,01/03/1899,,Ben Nevis,Ben Nevis,1899.0,,3.0,1.0,"(56.796735, -5.002927)"
The traverse of the Carn Mor Dearg arete in the snow was really easier than in summer.,snow,7.0,01/03/1899,,Ben Nevis,Ben Nevis,1899.0,,3.0,1.0,"(56.796735, -5.002927)"
"the loch-front of the Sgoran was topped by deep snow, which had the appearance of having recently parted with its cornice.","deep, snow, cornice",9.0,16/04/1899,,Cairngorms Other,Sgoran Dubh,1899.0,,4.0,16.0,"(57.09969, -3.6656)"
the staff was encrusted with frozen snow.,"frozen, snow",7.0,16/04/1899,,Cairngorms Other,Cairngorms,1899.0,,4.0,16.0,"(57.09969, -3.6656)"
the morning's snow looked not unlike a fringe of lace below the 1800 feet contour.,snow,8.0,16/04/1899,,Cairngorms Other,Cairngorms,1899.0,,4.0,16.0,"(57.09969, -3.6656)"
"with snow on the ground, and with, an occasional snow-storm on the way.","snow, storm",8.0,16/04/1899,,Cairngorms Other,Ciste Mhairearaid,1899.0,,4.0,16.0,"(57.09969, -3.6656)"
The snow-line was well defined at a uniform altitude of about 1800 feet.,snow-line,6.0,16/04/1899,,Cairngorms Other,Cairngorms,1899.0,,4.0,16.0,"(57.09969, -3.6656)"
"The snow was soft, with occasionally a hard ""patch"" difficult to account for.","soft, snow, patch",4.0,16/04/1899,,Cairngorms Other,Ciste Mhairearaid,1899.0,,4.0,16.0,"(57.09969, -3.6656)"
"Snow was lying thickly on this side of the hill all the way to the top, but it afforded clean walking, although care had to be exercised to keep clear of bog holes.","snow, clean",8.0,29/04/1899,,Eastern Highlands,The Buck,1899.0,,4.0,29.0,"(57.194888, -3.281276)"
"the following were clearly recognised: —Bin of Cullen, Knock, Mormond, Foudland, Bennachie, Mount Battock, Mount Keen, Driesh, Lochnagar, and the Cairngorms those in the south-west and west being very heavily coated with snow, Lochnagar making a particularly grand picture.","snow, heavily coated",9.0,29/04/1899,,Cairngorms Other,"Cairngorms, Lochnagar",1899.0,,4.0,29.0,"(57.09969, -3.6656)"
there was a considerable patch of old snow on the rocks between Garbh Uisge and the Feith Buidhe Burn.,"patch, old snow",6.0,02/09/1899,,Ben Macdui,Garbh Uisge Feith Buide Burn,1899.0,,9.0,2.0,"(57.070696, -3.667715)"
if the whole wreath has not disappeared by the middle or end of June,none,2.0,1899,,Cairngorms Other,Cairngorm,1899.0,,,,"(57.09969, -3.6656)"
the state of the great snow,snow,8.0,1899,,Cairngorms Other,Cairngorm,1899.0,,,,"(57.09969, -3.6656)"
"in the short spring day, with soft snow on the ground, the return journey to the Tolmount","soft, snow",7.0,Spring 1899,,Lochnagar,Loch Esk,1899.0,Spring,,,"(56.954291, -3.244078)"
for a certain spot never to have been covered with snow till now is an impossibility,snow,6.0,22/01/1900,,Lochnagar,Lochnagar,1900.0,,1.0,22.0,"(56.954291, -3.244078)"
there are corries on Lochnagar which I believe retain snow all the year round,snow,7.0,22/01/1900,,Lochnagar,Lochnagar,1900.0,,1.0,22.0,"(56.954291, -3.244078)"
There can be no part of Lochnagar that would not be covered with snow in a snowstorm of ordinary severity and duration.,"snow,snowstorm",8.0,22/01/1900,,Lochnagar,Lochnagar,1900.0,,1.0,22.0,"(56.954291, -3.244078)"
"we wallowed in the deep but dry, powdery snow, though for some time we had literally to feel our way as we could not see two yards ahead.","deep, powdery",8.0,03/02/1900,,Lochnagar,Lochnagar Glas Allt,1900.0,,2.0,3.0,"(56.954291, -3.244078)"
"we found the slope covered by frozen snow with a thin covering of recently-fallen snow, and it was only by the use of the ice-axe that we reached the top.","frozen, snow",7.0,03/02/1900,,Lochnagar,"Cuidhe Crom, Meikle Pap",1900.0,,2.0,3.0,"(56.954291, -3.244078)"
the depth and softness of the snow it was 2 o'clock ere the saddle between Cuidhe Crom and Meikle Pap was reached—,snow,4.0,03/02/1900,,Lochnagar,"Cuidhe Crom, Meikle Pap",1900.0,,2.0,3.0,"(56.954291, -3.244078)"
"the corrie was in its grandest winter costume, all the gullies being full of snow, and the loch frozen.","snow, frozen",9.0,03/02/1900,,Lochnagar,"Cuidhe Crom, Meikle Pap",1900.0,,2.0,3.0,"(56.954291, -3.244078)"
"the snow crunched delightfully crisp under foot. It lay heavy, however, on the Glenmuick road.",snow,8.0,01/04/1900,,Lochnagar,Glenmuick,1900.0,,4.0,1.0,"(56.954291, -3.244078)"
the beautiful cornices that fringed all the corries,cornice,9.0,-/04/1900,,Central Highlands,Black Mount (Stob Ghabhar),1900.0,,4.0,,"(56.949668, -4.608764)"
the lochs frozen over,frozen,8.0,-/04/1900,,Central Highlands,Black Mount (Stob Ghabhar),1900.0,,4.0,,"(56.949668, -4.608764)"
a tiny shaft of sunshine would make some monarch's mantle of snow glitter,snow,10.0,-/04/1900,,Central Highlands,Bidean nam Bian,1900.0,,4.0,,"(56.949668, -4.608764)"
"a steep snow slope, visible for a few feet",snow,6.0,-/04/1900,,Central Highlands,Black Mount (Stob Ghabhar),1900.0,,4.0,,"(56.949668, -4.608764)"
"Corrach, in addition to a fine cornice, had several patches of snow, and when the cone was tackled snow-fields were numerous.","cornice, patches, snow, snow-fields",7.0,07/05/1900,,Eastern Highlands,Mount Keen,1900.0,,5.0,7.0,"(57.194888, -3.281276)"
"Glen Tanner was in beautiful form, and its Water, owing to recent rains and snow-melting, was swollen to the dimensions of a river.",snow,7.0,07/05/1900,,Eastern Highlands,Glen Tanner,1900.0,,5.0,7.0,"(57.194888, -3.281276)"
"For twenty minutes a perfect blizzard prevailed, and, what with heavy snow-wreaths and the blinding snow, some time was lost.","blizzard, snow",3.0,21/05/1900,,Other Highlands,Glen Dye- minor Cloch,1900.0,,5.0,21.0,
"there were frequent showers of snow, and detours to avoid wet ground.",snow,5.0,21/05/1900,,Other Highlands,Glen Dye,1900.0,,5.0,21.0,
"the wind at the summit was bitterly cold, with frequent showers of snow.",snow,5.0,21/05/1900,,Other Highlands,The Cloch,1900.0,,5.0,21.0,
the white being heavy wreaths of snow among the heather.,"snow, heavy",8.0,21/05/1900,Spring holiday- last monday in may,Eastern Highlands,Tilquhilly,1900.0,,5.0,21.0,"(57.194888, -3.281276)"
"a huge mass of mountains, which I took to be Lochnagar (3768), Glas Maol (3502), and neighbours, showed patches of snow still lingering in their corries.","patches, snow, corries",6.0,03/07/1900,Presume 1900 not 1901,Lochnagar,"Lochnagar, Glas Maol",1900.0,,7.0,3.0,"(56.954291, -3.244078)"
we could just distinguish through the haze a long wreath of snow far up Glen Isla.,snow,7.0,09/07/1900,,Other Highlands,Glen Isla,1900.0,,7.0,9.0,
"We were rejoiced to see the hills covered with snow to the 2000 feet line, and to feel the ground hard under foot.","covered, snow",9.0,29/12/1900,,Central Highlands,Dalwinnie,1900.0,,12.0,29.0,"(56.949668, -4.608764)"
"the centre of this large corrie is somewhat precipitous, so our ice-axes were useful in the descent.",ice,6.0,29/12/1900,,Central Highlands,Dalwinnie (Meall nan Cuaich),1900.0,,12.0,29.0,"(56.949668, -4.608764)"
"As we got nearer the summit the half-moon, which had been overhead all day, seemed to rest on the cairn. The top was reached about 1.15, and, after a short halt, a start was made for Gaick. Mist now enshrouded us, and we floundered not a little in the soft snow, though we kept by the wire fence as much as possible to the watershed between Bogha-cloiche (2945) and Meall na Cuaich.","soft, snow",4.0,29/12/1900,,Central Highlands,Dalwinnie,1900.0,,12.0,29.0,"(56.949668, -4.608764)"
"The frozen bog made good going, but sometimes a backward slide was unavoidable.",frozen,6.0,01/01/1901,,Eastern Highlands,Dreish,1901.0,,1.0,1.0,"(57.194888, -3.281276)"
"a succession of steep chimneys up which we squirmed, to find ourselves emerging on sloping ledges of frozen turf and ice, which afforded little or no hold to pull ourselves out by.","frozen, ice",6.0,01/01/1901,,Eastern Highlands,Craig Rennet,1901.0,,1.0,1.0,"(57.194888, -3.281276)"
"...the rocks were covered with sheets of ice, this was manifestly out of the question.",ice,4.0,01/01/1901,,Eastern Highlands,Dreish,1901.0,,1.0,1.0,"(57.194888, -3.281276)"
the east face of Craig Rennet appeared of unrelieved steepness with practically no snow on it.,none,2.0,01/01/1901,,Eastern Highlands,Craig Rennet,1901.0,,1.0,1.0,"(57.194888, -3.281276)"
"Half way up, however, we were stopped by a pitch of rock covered with soft snow up which the leader could not go unaided.","soft, snow",3.0,01/01/1901,,Eastern Highlands,Dreish,1901.0,,1.0,1.0,"(57.194888, -3.281276)"
At Aviemore the high ground above about 1500 feet was covered with a broken coating up to about 3000 feet; above this the snow seemed continuous.,"covered, snow",8.0,09/04/1901,,Cairngorms Other,Aviemore,1901.0,,4.0,9.0,"(57.09969, -3.6656)"
"we had no trouble with sunlight; in the afternoon rain fell heavily, and we had a somewhat uncomfortable, slow return, my companion having wrenched his knee in the struggle through the snow.",snow,4.0,09/04/1901,,Cairngorms Western Massif,Pools of Dee,1901.0,,4.0,9.0,"(57.066582, -3.732339)"
"the snow was not continuous on the north of the ridge, but on the south the hollows of the Pools of Dee were quite filled.",snow,6.0,09/04/1901,,Cairngorms Western Massif,Pools of Dee,1901.0,,4.0,9.0,"(57.066582, -3.732339)"
